Name,Disaster,Begin Date,End Date,CPI-Adjusted Cost,Unadjusted Cost,Deaths,Category,Summary,Year
Western Drought and Heat Wave (2021),Drought,2021-01-01,2021-12-31,10032.9,8431,229,Dry Weather Events,"Western drought conditions were persistent throughout 2021, as the drought expanded and intensified across many Western states. A historic heat wave also developed for many days across the Pacific Northwest shattering numerous all-time high temperature records across the region. This prolonged heat dome was maximized over the states of Oregon and Washington and extended well into Canada. These extreme temperatures impacted several major cities and millions of people. For example, Portland reached a high of 116 degrees F while Seattle reached 108 degrees F. These extreme temperatures caused hundreds of direct and indirect heat-related fatalities across Oregon and Washington, not including excess mortality that may be hundreds of additional deaths. This combined drought and heat rapidly dried out vegetation across the West, impacting agriculture. Low water levels also forced the hydroelectric power plant at Lake Oroville in California to shut down for the first time since it opened in 1967.",2021
Texas Hail Storms (February 2022),Severe Storm,2022-02-21,2022-02-22,1108.8,1008,0,Storms Events,"Overnight hail storms impacted numerous counties across north central Texas. In particular, the counties of Denton, Collin and Wise were impacted by ping pong to golf ball sized hail causing damage to homes, vehicles and businesses.",2022
Southern Tornado Outbreak (March 2022),Severe Storm,2022-03-30,2022-03-30,1369.4,1256,2,Storms Events,"An outbreak of 83 tornadoes was focused across the Gulf Coast states including Louisiana, Mississippi, Alabama, and Florida.",2022
Southeast Tornado Outbreak (April 2022),Severe Storm,2022-04-04,2022-04-06,1530.2,1417,3,Storms Events,"A tornado outbreak on April 4-6 with a combined 100 preliminary tornadoes reported. The tornadoes occurred across Texas, Louisiana, Mississippi, Alabama, Georgia, Florida and South Carolina. Many of these tornadoes were clustered along the southern regions of Mississippi, Alabama, Georgia and South Carolina. During this three-day period many of these tornadoes were rated as either EF-1 or EF-0, but there were also nine EF-2, three EF-3 and one EF-4 tornado. This EF-4 occurred in Pembroke, Georgia on April 5th with winds of 185 mph that destroyed several neighborhoods. Many of the other tornadoes across the South caused considerable damage to homes, businesses, vehicles, and other infrastructure.",2022
Southern Severe Weather (April 2022),Severe Storm,2022-04-11,2022-04-13,2889,2675,1,Storms Events,"Severe weather including hundreds of damaging wind reports and dozens of tornadoes occurred across    Arkansas, Louisiana, Mississippi, Alabama, Texas, Tennessee and Kentucky. On April 11, tornadoes and damaging hail was focused across central Arkansas causing damage to homes, vehicles, outbuildings and farms and vegetation. April 12 and 13 produced widespread high wind reports and dozens of tornadoes across central Mississippi, northeast Arkansas and west-central Kentucky. These tornadoes produced damage to homes, businesses, farms, outbuildings and other infrastructure. There was also considerable hail damage across Wisconsin and Minnesota.",2022
Southern and Central Severe Weather (May 2022),Severe Storm,2022-05-01,2022-05-03,1218.9,1139,1,Storms Events,"Severe weather producing high winds and large, damaging hail impacted several Southern and Central states including Texas, Oklahoma, Ohio and Pennsylvania. Many homes, businesses, vehicles and agriculture assets were damaged.",2022
North Central Hail Storms (May 2022),Severe Storm,2022-05-09,2022-05-09,2332.8,2160,0,Storms Events,"Numerous hail storms caused extensive damage across south-central Minnesota and into western Wisconsin. There were many reports of golf ball to baseball-sized hail damaging homes, vehicles, businesses and other infrastructure.",2022
North Central Severe Weather (May 2022),Severe Storm,2022-05-11,2022-05-12,2922.5,2706,1,Storms Events,"Severe weather causes tornado, hail and high wind damage across several states including South Dakota, Nebraska, Minnesota and Wisconsin. Hail and high winds impacted southern Minnesota including the cities of St. Cloud and the Minneapolis metro area. In addition, numerous reports of high wind damage occurred across eastern Nebraska. There were also more than two dozen tornadoes that impacted eastern South Dakota and central Minnesota causing damage to homes, vehicles, businesses, agriculture and other infrastructure.",2022
North Central Hail Storms (May 2022),Severe Storm,2022-05-19,2022-05-19,2601.4,2431,0,Storms Events,"Severe hail storms with numerous reports of golf-balled sized hail causing damage across southeastern Minnesota and western Wisconsin. These hail storms were south of the hail storms that damaged many homes, vehicles and businesses just 10 days earlier on May 9.",2022
Central Severe Weather (June 2022),Severe Storm,2022-06-07,2022-06-08,2006.7,1911,0,Storms Events,"Severe weather produced damaging hail, high wind and damage from more than two dozen tornadoes across numerous states including Colorado, Nebraska, Kansas, Missouri, Oklahoma, Texas, Iowa and Ohio. Hail and high wind damage was severe across much of Nebraska causing widespread damage to homes, businesses, vehicles, farms and agriculture and other infrastructure.",2022
Central Derecho (June 2022),Severe Storm,2022-06-13,2022-06-13,3355,3195,1,Storms Events,"A powerful derecho carved a path a high wind damage across several states with the impacts focused in Michigan, Illinois, Indiana and Ohio. Thousands of trees were downed from the high winds causing damage to many homes, businesses, vehicles, power lines and other infrastructure. There was also considerable hail damage across southern Wisconsin.",2022
North Central and Eastern Severe Weather (July 2022),Severe Storm,2022-07-22,2022-07-24,1407.2,1340,1,Storms Events,"Severe weather with high winds and 19 tornadoes impact numerous states including North Dakota, Minnesota, Wisconsin, Michigan, Illinois, Indiana, Ohio, Pennsylvania, Virginia, Maryland and New York. Many homes, businesses, vehicles, agriculture and other infrastructure were damaged.",2022
Kentucky and Missouri Flooding (July 2022),Flooding,2022-07-26,2022-07-28,1538.3,1465,42,Wet Weather Events,"Eastern Kentucky and eastern Missouri were impacted by major flooding from a stalled frontal system, which damaged thousands of homes, businesses, vehicles and other infrastructure in late-July. Areas around St. Louis received 8-12 inches of rainfall that required swift water rescues due to flooded interstates and homes across the St. Louis metropolitan area. A large region of 5-10+ inches of rainfall across eastern Kentucky produced deadly flash flooding. Over 600 helicopter rescues and many swift water rescues by boat were needed to evacuate people who were trapped by the quickly-rising flood waters. The North Fork of the Kentucky River at Jackson also reached major flood stage setting a new record crest of 43.47' (the previous record was 43.1' set in 1939).",2022
Hurricane Fiona (September 2022),Tropical Cyclone,2022-09-17,2022-09-18,2635.5,2510,25,Storm Events,"Category 1 Hurricane Fiona causes widespread power outage across central and western Puerto Rico. Extreme rainfall (12-18 inches) from an intensifying hurricane resulted in widespread flooding and mudslides causing damage to many homes, businesses, vehicles and other infrastructure. The regional power grid was also significantly impaired.",2022
Hurricane Ian (September 2022),Tropical Cyclone,2022-09-28,2022-09-30,117390,111800,152,Storm Events,"Ian made landfall near Cayo Costa, Florida, as a Category 4 Hurricane with sustained winds of 150 mph.More Info…",2022
Hurricane Nicole (November 2022),Tropical Cyclone,2022-11-10,2022-11-11,1071,1020,5,Storm Events,"Category 1 Hurricane Nicole made landfall at North Hutchinson Island, Florida producing heavy rain, flooding and coastal erosion. Many of the Florida counties and communities impacted by Nicole were still recovering from the high wind and flooding impacts of Hurricane Ian several weeks earlier. This compounded the existing damage and recovery timeline. Nicole was the first hurricane to make landfall in Florida during November since Hurricane Kate in 1985.",2022
Western Wildfires (Spring-Fall 2022),Wildfire,2022-04-01,2022-11-30,3265.7,3110,17,Dry Weather Events,"Severe drought conditions and periods of extreme heat provided conditions favorable for another damaging western wildfire season most focused across New Mexico, Oregon, Idaho, Montana, California and Alaska. The Calf Canyon and Hermits Peak Fires in New Mexico merged in April consuming over 340,000 acres. This became the largest and most destructive wildfire on record in New Mexico - damaging or destroying over 1,000 structures. Other large wildfires included the Double Creek Fire (Oregon), the Moose Fire (Idaho), the Mosquito Fire (California), the Trail Creek Fire (Montana) and the Lime Complex Fire (Alaska), among many others. Over 7.5 million acres burned nationally during the 2022 wildfire season.",2022
Central and Eastern Winter Storm and Cold Wave (December 2022),Winter Storm,2022-12-21,2022-12-26,8868.1,8445,87,Wet Weather Events,"Historic winter storm and powerful arctic front caused significant impact across much of the nation, bringing heavy rains, snow, ice and high winds that sent temperatures plummeting. More than 200 million people were under a winter weather advisory or warning and more than a million customers, from Texas to Maine, were left without power. Buffalo, New York was paralyzed by near hurricane force winds and continuous snow squalls, which contributed to dozens of fatalities in the region. Additional impacts were widespread frozen water pipes that led to extensive water damage in many homes, businesses and to other critical infrastructure.",2022
Western/Central Drought and Heat Wave (2022),Drought,2022-01-01,2022-12-31,23271.3,20965,136,Dry Weather Events,"Severe drought conditions impacted many Western and Central states. Large reservoirs across the West including Lake Mead, Lake Powell, Lake Oroville, and Shasta Lake, among others continue to be depleted. Lake Mead, the Nation's largest reservoir, is nearing dead pool status and is at the lowest level since it was filled in the 1930s. The Great Salt Lake is also near record-low levels. The impacts of the drought affected crop production across may states and sharply increased feeding costs for livestock. Many segments of the Mississippi River also experienced low water levels causing delays and reductions in river commerce. Extreme heat also developed for many days across Western and Central states. These excess heat conditions caused more than one hundred heat-related fatalities focused across Arizona, Nevada, California, Oregon and Texas. The 2022 drought was one of the costlier droughts on record, with a diverse array of direct impacts across different regions and industries.",2022
Northeastern Winter Storm/Cold Wave (February 2023),Winter Storm,2023-02-02,2023-02-05,1821.1,1751,1,Wet Weather Events,"A strong winter storm produced snow, high winds and bitter cold across numerous Northeastern states. High winds caused widespread power outages in Massachusetts while Mount Washington, New Hampshire observed a wind chill temperature of -108 degrees Fahrenheit. This was one of the coldest wind chill temperatures ever recorded in the United States.",2023
Southern and Eastern Severe Weather (March 2023),Severe Storm,2023-03-02,2023-03-03,6052.5,5876,13,Storms Events,"Severe storms impact numerous southern and eastern states including Texas, Alabama, Mississippi, Tennessee, Kentucky, Indiana and Ohio. Impacts from high wind and tornadoes cause widespread damage to homes, vehicles, businesses, government buildings and infrastructure.",2023
California Flooding (December 2022 - March 2023),Flooding,2022-12-26,2023-03-19,4680,4500,22,Wet Weather Events,"Numerous atmospheric rivers in continuous succession caused severe flooding, record snowfall and copious rainfall that significantly reduced drought deficits across California, between late-December and March 2023. Flooding impacted many homes, businesses, levees, agriculture and other infrastructure particularly across central California.",2022
Southern and Eastern Severe Weather (April 2023),Severe Storm,2023-03-24,2023-03-26,2927.6,2815,23,Storms Events,"Southern and eastern severe storms including more than 40 tornadoes caused damage across Mississippi, Alabama, Georgia, Tennessee to many homes, businesses, vehicles and other infrastructure. Additional high wind damage occurred in parts of Ohio, West Virginia and Pennsylvania.",2023
Central Tornado Outbreak and Eastern Severe Weather (March 2023),Severe Storm,2023-03-31,2023-04-01,5797.1,5628,33,Storms Events,"A historic tornado outbreak across numerous central states caused widespread damage from at least 145 tornadoes. States most impacted were Illinois, Indiana, Ohio, Missouri, Iowa, Arkansas, Tennessee and Pennsylvania where there was severe damage to homes, businesses, vehicles, agriculture and other infrastructure.",2023
Central and Eastern Severe Weather (April 2023),Severe Storm,2023-04-04,2023-04-06,2927.6,2815,5,Storms Events,"Severe storms produced large hail, high winds and more than 35 tornadoes across many central and southern states. The states most affected were Illinois, Kentucky, Iowa, Indiana, Ohio, Missouri and Michigan where there was considerable damage to homes, businesses, agriculture, vehicles and other infrastructure.",2023
Fort Lauderdale Flash Flood (April 2023),Flooding,2023-04-12,2023-04-13,1133,1100,0,Wet Weather Events,"Historical rainfall and flash flooding inundated Fort Lauderdale and surrounding areas with over 25 inches of rainfall in less than 24 hours. This resulted in many flooded homes, vehicles and businesses. The Fort Lauderdale Airport also closed on April 13 due to the flooding.",2023
Central and Southern Severe Weather (April 2023),Severe Storm,2023-04-15,2023-04-15,1375.1,1335,0,Storms Events,"Several central and southern states including Missouri, Arkansas, Illinois, Texas, Louisiana and the Florida Panhandle were impacted by hail, tornadoes and high winds. These storms caused damage to many homes, vehicles and businesses.",2023
Central Severe Weather (April 2023),Severe Storm,2023-04-19,2023-04-20,3049,2960,1,Storms Events,"Severe hail, scattered tornadoes and high winds caused damage across numerous central states. Central Oklahoma was impacted by a cluster of tornadoes. Texas, Missouri, Nebraska, Kansas, Iowa, Illinois and Wisconsin was impacted by hail and high wind damage from severe storms.",2023
Southern Severe Weather (April 2023),Severe Storm,2023-04-25,2023-04-27,1359.7,1320,0,Storms Events,"Southern severe weather across Texas, Georgia and Florida. Considerable hail and wind damage to many homes, businesses, vehicles and other infrastructure.",2023
Central Severe Weather (May 2023),Severe Storm,2023-05-06,2023-05-08,2201.3,2137,1,Storms Events,"Severe weather across numerous central states including Missouri, Illinois, Iowa, and Indiana. There was additional damage in Kentucky, Tennessee, South Carolina and Texas. Large hail, high winds and torandoes caused widespread impact to many homes, businesses, vehicles, farms and other infrastructure.",2023
Central and Eastern Tornadoes and Hail Storms (May 2023),Severe Storm,2023-05-10,2023-05-12,3529,3426,1,Storms Events,"Dozens of tornadoes and severe hail storms from the eastern Rockies and across several central states. The most costly severe hail impacts were focused in Colorado while numerous tornadoes also impacted western Kansas, central Oklahoma and eastern Nebraska. Texas and North Dakota were also impacted from combination of high winds, hail and isolated tornadoes with damage to homes, businesses, vehicles, farms and other infrastructure.",2023
Texas Hail Storms (May 2023),Severe Storm,2023-05-18,2023-05-19,1673.8,1625,0,Storms Events,"Texas hail storms impact numerous counties across north central Texas. Collin county in particular was impacted by golf ball to tennis ball sized hail causing damage to homes, vehicles and businesses.",2023
Typhoon Mawar (May 2023),Tropical Cyclone,2023-05-24,2023-05-25,4377.5,4250,2,Storm Events,"A Category 4 Typhoon struck Guam on May 24 battering the island for 15 hours until the early morning of May 25. Typhoon Mawar's wind speeds of up to 145 mph damaged residential and commercial buildings, vehicles and infrastructure. Several U.S. military bases including Andersen Air Force Base sustained considerable damage. Guam's international airport also sustained flood damage.",2023
Southern Severe Weather (June 2023),Severe Storm,2023-06-11,2023-06-14,4153.1,4032,0,Storms Events,"Numerous southern states including Texas, Louisiana, Mississippi, Alabama, Georgia, Tennessee, Arkansas, South Carolina and Florida were impacted by hail, tornadoes and high winds. These storms caused damage to many homes, vehicles and businesses across several days of severe storm activity.",2023
Central and Southern Severe Weather (June 2023),Severe Storm,2023-06-15,2023-06-18,3881.1,3768,5,Storms Events,"Severe storms produce over one thousand reports of damaging weather across Oklahoma, Texas, Mississippi, Georgia, Florida, Arkansas and Ohio. Among these reports were over 70 preliminary tornadoes including an EF-3 tornado in Louin, Mississippi. This combination of high winds, hail and tornadoes caused damage to homes, businesses, vehicles, agriculture and other infrastructure. The damage was most focused in Oklahoma.",2023
Rockies Hail Storms and Central and Eastern Severe Weather (June 2023),Severe Storm,2023-06-21,2023-06-26,5401.4,5244,8,Storms Events,"Severe hail storms across Colorado damaged many homes, vehicles and injured approximately 100 people at a large outdoor concert. This multi-day outbreak of severe weather also produced more than 60 tornadoes across portions of Wyoming, Colorado, Minnesota, Indiana, Kentucky and Arkansas that caused damage to homes, businesses, vehicles, agriculture and other infrastructure.",2023
Central Severe Weather (June 2023),Severe Storm,2023-06-28,2023-07-02,1957.3,1919,3,Storms Events,"Severe storms caused damage across numerous Central states. The state most impacted were Missouri, Illinois and Indiana while there were also damage in many surrounding states. The damage to many homes, vehicles, businesses and agriculture assets was largely from high wind and damaging hail but there were also scattered tornado impacts.",2023
Northeastern Flooding and North Central Severe Weather (July 2023),Flooding,2023-07-09,2023-07-15,2208.3,2165,10,Wet Weather Events,"Severe storms brought devastation and flooding to portions of the Northeast, as areas reported up to eight inches of rain within a 24-hour period. Montpelier, Vermont received a record-breaking 5.28 inches of rain, flooding the city and damaging thousands of homes and businesses. The wide scale flooding in Vermont was similar to the flood impacts from Hurricane Irene in 2011. Early estimates put the flood damage in West Point, New York at more than $100 ($102.0) million. There was also considerable damage to roads, bridges and agriculture across the Northeast. Severe storms also caused high wind and hail impacts across Wisconsin, Minnesota and Illinois.",2023
North Central and Southeastern Severe Weather (July 2023),Severe Storm,2023-07-19,2023-07-21,1868.7,1832,1,Storms Events,"Severe storms caused damage across several North Central and Southeastern states. The states most impacted were Michigan, Wisconsin, Ohio, Tennessee and Georgia. Ping pong to golf ball-sized hail and high winds damaged many homes, vehicles, businesses and other infrastructure.",2023
North Central and Eastern Severe Weather (July 2023),Severe Storm,2023-07-28,2023-07-29,1511.6,1482,2,Storms Events,"Severe storms caused damage across several North Central and Eastern states. The state most impacted were Nebraska, Missouri, Illinois, Indiana and Wisconsin. High wind, severe hail and tornadoes caused damage to many homes, vehicles, businesses and agriculture assets.",2023
Northeastern and Eastern Severe Weather (August 2023),Severe Storm,2023-08-05,2023-08-08,1663.6,1631,4,Storms Events,"More than one thousand reports of high wind, severe hail or tornadoes across many Northeastern and Eastern states. August 7 was a prolific day of severe weather with damage reports from Georgia to New York. These storms caused impacts to many homes, vehicles, businesses, agriculture and other infrastructure.",2023
Hawaii Firestorm (August 2023),Wildfire,2023-08-08,2023-08-08,5610,5500,100,Dry Weather Events,"Devastating wildfires destroyed the historic town of Lahaina on Maui Island of Hawaii. Winds were enhanced from the strength and position of a high-pressure system located northwest of Hawaii, which helped to exacerbate the wildfire as it spread on the island of Maui. Hurricane Dora was also positioned south of Hawaii. This was the deadliest wildfire in the U.S. in over a century. Thousands of homes, vehicles and businesses were destroyed.",2023
Minnesota Hail Storms (August 2023),Severe Storm,2023-08-11,2023-08-11,1810.5,1775,0,Storms Events,"Numerous hail storms caused extensive damage across south-central Minnesota. Golf ball to baseball-sized hail caused damage to the windows, siding and roofs of many homes, vehicles and businesses.",2023
Hurricane Idalia (August 2023),Tropical Cyclone,2023-08-29,2023-08-31,3525.1,3456,5,Storm Events,"Hurricane Idalia made landfall near Keaton Beach in the Big Bend region of Florida as a strong Category 3 hurricane with winds of 125 mph. Idalia was the strongest hurricane to hit the Big Bend region in more than 125 years. Storm surge was about 8 feet above ground at Cedar Key, which caused heavy damage to homes, businesses, vehicles and other infrastructure. Other Big Bend coastal communities were also inundated by storm surge. Idalia produced 5 to 10 inches of rainfall across the Big Bend region of Florida and southeastern portions of Georgia and the Carolinas. The relatively low population density of the Big Bend region helped to reduce the physical exposure and damage costs. Significant flooding was reported in downtown Charleston, SC and nearby Edisto Beach. There was also 2 to 4 feet of storm surge along the Carolina coastline, which was exacerbated by the full moon and high tide cycle.",2023
Southern Hail Storms (September 2023),Severe Storm,2023-09-23,2023-09-24,1677.9,1645,0,Storms Events,"Hail storms impact Texas, Oklahoma and Missouri. The most damaging impacts were in central Texas including Austin, Georgetown, Round Rock and Arlington on September 24. Towns north of Austin in particular were impacted by baseball sized hail causing damage to homes, vehicles and businesses.",2023
Southern/Midwestern Drought and Heatwave (Spring-Fall 2023),Drought,2023-04-01,2023-09-30,14645.2,14082,247,Dry Weather Events,"Drought conditions impacted numerous Southern and Midwestern states (TX, LA, OK, KS, IL, MO, NE) and surrounding states. The agriculture sector has been impacted across these affected states including damage to field crops from lack of rainfall. Ranchers have also been forced to sell-off livestock early in some regions due to high feeding costs. For the second straight year, portions of the Mississippi River have experienced low water levels impacting river commerce. This low flow has also allowed salt water from the Gulf of Mexico to migrate northward, along the bottom of the Mississippi River, impacting water quality in southern Louisiana. Several Northwestern states including Washington, Oregon and Montana have also been impacted by increasing drought effects.",2023
East Coast Storm and Flooding (December 2023),Flooding,2023-12-16,2023-12-18,1301.6,1276,5,Wet Weather Events,"Powerful east coast storm from Florida to Maine produced widespread impacts from heavy rainfall, flooding, high winds and coastal erosion. The heavy rainfall and snowmelt were amplified by record-high temperatures in the Northeast.",2023
Southern Tornado Outbreak and East Coast Storm (January 2024),Severe Storm,2024-01-08,2024-01-10,2700.8,2674,3,Storms Events,"Southern tornado outbreak and east coast storm impacted more than a dozen states. At least 39 preliminary tornadoes were clustered around the Florida Panhandle through the Carolinas while hundreds of high wind reports were scattered up the East Coast reflecting damage to homes, businesses, vehicles and other infrastructure. The strongest tornado was an EF-3 that caused significant damage around Panama City Beach, Florida, after an intense waterspout moved onshore.",2024
Northwest Winter Storm (January 2024),Winter Storm,2024-01-12,2024-01-15,1142.3,1131,20,Wet Weather Events,"A strong artic front moved across Western Washington and Oregon on January 12 and 13 dropping temperatures below freezing. This allowed freezing rain to impact areas along the coast and the Willamette Valley northward into southwest Washington. Numerous locations including Springfield and the Portland metro area were affected by the icing and strong winds, which caused significant tree damage and power outages. Numerous homes, businesses, vehicles and other infrastructure were damaged.",2024
Central and Southern Winter Storm and Cold Wave (January 2024),Winter Storm,2024-01-14,2024-01-18,1345.3,1332,41,Wet Weather Events,"A bitterly cold airmass affected numerous central and southern states most including Illinois, Missouri, Kansas, Texas, Mississippi, Arkansas, Tennessee and Georgia. This long-duration cold wave produced sleet and freezing rain accumulations into the deep south, across much of Mississippi. High winds also pushed wind chills well below zero for many states contributing to dozens of fatalities, many in Tennessee. Damage also occurred to homes, vehicles and businesses from the high winds and frozen precipitation.",2024
Southern Severe Weather (February 2024),Severe Storm,2024-02-10,2024-02-12,1150.5,1139,0,Storms Events,"Severe storms produced up to golf ball sized hail across central and eastern Texas causing damage to homes, vehicles and businesses. Additional damage from hail and high winds also occurred in Louisiana, Alabama, Georgia, Florida and North Carolina.",2024
Central and Southern Severe Weather (March 2024),Severe Storm,2024-03-13,2024-03-15,4354.1,4311,3,Storms Events,"Damaging hail, tornadoes and high wind from severe storms impact many Central and Southern states. Kansas, Oklahoma and Missouri were affected by up to baseball-sized hail damaging homes, vehicles, businesses.  Illinois, Indiana and Ohio were impacted by hail, high wind and dozens of tornadoes including a deadly EF-3 striking northwest Ohio.",2024
Central Tornado Outbreak and Eastern Severe Weather (April 2024),Severe Storm,2024-04-01,2024-04-03,1823,1823,3,Storms Events,"A central tornado outbreak produced more than 85 tornadoes across a three-day period from Oklahoma to West Virginia. This outbreak included 19 EF-0, 52 EF-1 and 14 EF-2 tornadoes, which were most concentrated across the Ohio River Valley on April 1-2. These tornadoes and severe weather impacts across several eastern states caused damage to homes, businesses, vehicles and other infrastructure.",2024
Southern and Eastern Severe Weather (April 2024),Severe Storm,2024-04-08,2024-04-11,1510,1510,0,Storms Events,"Southern and eastern severe weather produced tornadoes, hail and high wind, from Texas to Virginia. The event began with severe hail and high wind impacts across central and eastern Texas, followed by more than 20 tornadoes impacting the Gulf Coast counties of Louisiana, Mississippi, Alabama and Florida. There were additional high wind and tornado impacts in North Carolina and Virginia.",2024
